Table,tag,,
ColumnConstrained,ConstraintTable,ConstraintField,ConstraintEquivalence,2ndTable,2ndField,2ndEquivalence
Data,,,
name,description,tag_type_code,misc,c1_lat,c1_long,c2_lat,c2_long,active
FOT09-L,Fuel Oil Tank 9 Level,AI,None,None,-75.625879,None,-75.62514,Y
FOT10-L,Fuel Oil Tank 10 Level,AI,None,None,-75.625879,None,-75.62514,Y
FOT11-L,Fuel Oil Tank 11 Level,AI,None,None,-75.625879,None,-75.62514,Y
RT01-L,Residual Fuel Oil Tank 1 Level,AI,None,None,-75.625879,None,-75.62514,Y
RT02-L,Residual Fuel Oil Tank 2 Level,AI,None,None,-75.625879,None,-75.62514,Y
RT03-L,Residual Fuel Oil Tank 3 Level,AI,None,None,-75.625879,None,-75.62514,Y
NT01-L,Naptha Tank 1 Level,AI,None,None,-75.625879,None,-75.62514,Y
NT02-L,Naptha Tank 2 Level,AI,None,None,-75.625879,None,-75.62514,Y
NT03-L,Naptha Tank 3 Level,AI,None,None,-75.625879,None,-75.62514,Y
NT04-L,Naptha Tank 4 Level,AI,None,None,-75.625879,None,-75.62514,Y
AT01-L,Asphalt Tank 2 Level,AI,None,None,-75.625879,None,-75.62514,Y
AT02-L,Asphalt Tank 3 Level,AI,None,None,-75.625879,None,-75.62514,Y
AT03-L,Asphalt Tank 4 Level,AI,None,None,-75.625879,None,-75.62514,Y
AT04-L,Asphalt Tank 5 Level,AI,None,None,-75.625879,None,-75.62514,Y
LT01-L,Lubricant Tank 1 Level,AI,None,None,-75.625879,None,-75.62514,Y
LT02-L,Lubricant Tank 2 Level,AI,None,None,-75.625879,None,-75.62514,Y
LT03-L,Lubricant Tank 3 Level,AI,None,None,-75.625879,None,-75.62514,Y
LT04-L,Lubricant Tank 4 Level,AI,None,None,-75.625879,None,-75.62514,Y
CT01-T,Crude Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT02-T,Crude Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT03-T,Crude Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT04-T,Crude Tank 4 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT05-T,Crude Tank 5 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT06-T,Crude Tank 6 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT07-T,Crude Tank 7 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT08-T,Crude Tank 8 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT09-T,Crude Tank 9 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT10-T,Crude Tank 10 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT11-T,Crude Tank 11 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
CT12-T,Crude Tank 12 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT01-T,Gasoline Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT02-T,Gasoline Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT03-T,Gasoline Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT04-T,Gasoline Tank 4 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT05-T,Gasoline Tank 5 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT06-T,Gasoline Tank 6 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT07-T,Gasoline Tank 7 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT08-T,Gasoline Tank 8 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT09-T,Gasoline Tank 9 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT10-T,Gasoline Tank 10 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT11-T,Gasoline Tank 11 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT12-T,Gasoline Tank 12 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT13-T,Gasoline Tank 13 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT14-T,Gasoline Tank 14 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
GT15-T,Gasoline Tank 15 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT01-T,Jet Fuel Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT02-T,Jet Fuel Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT03-T,Jet Fuel Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT04-T,Jet Fuel Tank 4 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT05-T,Jet Fuel Tank 5 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT06-T,Jet Fuel Tank 6 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT07-T,Jet Fuel Tank 7 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT08-T,Jet Fuel Tank 8 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT09-T,Jet Fuel Tank 9 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT10-T,Jet Fuel Tank 10 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT11-T,Jet Fuel Tank 11 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
JT12-T,Jet Fuel Tank 12 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT01-T,Fuel Oil Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT02-T,Fuel Oil Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT03-T,Fuel Oil Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT04-T,Fuel Oil Tank 4 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT05-T,Fuel Oil Tank 5 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT06-T,Fuel Oil Tank 6 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT07-T,Fuel Oil Tank 7 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT08-T,Fuel Oil Tank 8 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT09-T,Fuel Oil Tank 9 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT10-T,Fuel Oil Tank 10 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
FOT11-T,Fuel Oil Tank 11 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
RT01-T,Residual Fuel Oil Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
RT02-T,Residual Fuel Oil Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
RT03-T,Residual Fuel Oil Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
NT01-T,Naptha Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
NT02-T,Naptha Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
NT03-T,Naptha Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
NT04-T,Naptha Tank 4 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
AT01-T,Asphalt Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
AT02-T,Asphalt Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
AT03-T,Asphalt Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
AT04-T,Asphalt Tank 4 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
LT01-T,Lubricant Tank 1 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
LT02-T,Lubricant Tank 2 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
LT03-T,Lubricant Tank 3 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
LT04-T,Lubricant Tank 4 Temperature,AI,None,None,-75.625879,None,-75.62514,Y
DCT-0000,External Temperature,AI,None,None,-75.625879,None,-75.62514,Y
DCP-0000,Barometric Pressure,AI,None,None,-75.625879,None,-75.62514,Y
DCR-0000,Wind Speed,AI,None,None,-75.625879,None,-75.62514,Y
DCM-0000,Wind Direction,AI,None,None,-75.625879,None,-75.62514,Y
DCT-0001,External Temperature - Tomorrow,AI,None,None,-75.625879,None,-75.62514,Y
DCP-0001,Barometric Pressure - Tomorrow,AI,None,None,-75.625879,None,-75.62514,Y
DCR-0001,Wind Speed - Tomorrow,AI,None,None,-75.625879,None,-75.62514,Y
DCM-0001,Wind Direction - Tomorrow,AI,None,None,-75.625879,None,-75.62514,Y
C-101,calculation test tag,AI,None,None,None,None,None,Y
CT-101,Calculation test 1,AI,None,None,None,None,None,Y
CTA-101,External Temperature - deg F,AI,None,None,None,None,None,Y
DCL-0000,Accumulated precipitation,AI,None,None,None,None,None,Y
RU1CP-SP,Unit 1 Crude Pump setpoint,AI,None,None,None,None,None,Y
RU1GP-SP,Unit 1 Gasoline Pump setpoint,AI,None,None,None,None,None,Y
RU1FOP-SP,Unit 1 Fuel Oil Pump setpoint,AI,None,None,None,None,None,Y
RU1JP-SP,Unit 1 Jet Fuel Pump setpoint,AI,None,None,None,None,None,Y
RU1RFP-SP,Unit 1 RFO Pump setpoint,AI,None,None,None,None,None,Y
RU1LRP-SP,Unit 1 LRG Pump setpoint,AI,None,None,None,None,None,Y
RU1AP-SP,Unit 1 Asphalt Pump setpoint,AI,None,None,None,None,None,Y
RU1LP-SP,Unit 1 Lubricant Pump setpoint,AI,None,None,None,None,None,Y
RU2CP-SP,Unit 2 Crude Pump setpoint,AI,None,None,None,None,None,Y
RU2GP-SP,Unit 2 Gasoline Pump setpoint,AI,None,None,None,None,None,Y
RU2FOP-SP,Unit 2 Fuel Oil Pump setpoint,AI,None,None,None,None,None,Y
RU2JP-SP,Unit 2 Jet Fuel Pump setpoint,AI,None,None,None,None,None,Y
RU2RFP-SP,Unit 2 RFO Pump setpoint,AI,None,None,None,None,None,Y
RU2LRP-SP,Unit 2 LRG Pump setpoint,AI,None,None,None,None,None,Y
RU2AP-SP,Unit 2 Asphalt Pump setpoint,AI,None,None,None,None,None,Y
RU2LP-SP,Unit 2 Lubricant Pump setpoint,AI,None,None,None,None,None,Y
SB1P2-SP,SP for Slip 1 Pump 2,AI,None,None,None,None,None,Y
SB1P3-SP,SP for Slip 1 Pump 3,AI,None,None,None,None,None,Y
SB1P4-SP,SP for Slip 1 Pump 4,AI,None,None,None,None,None,Y
SB2P1-SP,SP for Slip 2 Pump 1,AI,None,None,None,None,None,Y
SB2P2-SP,SP for Slip 2 Pump 2,AI,None,None,None,None,None,Y
SB2P3-SP,SP for Slip 2 Pump 3,AI,None,None,None,None,None,Y
SB2P4-SP,SP for Slip 2 Pump 4,AI,None,None,None,None,None,Y
RU1CP-PV,PV Unit 1 Crude Pump,AI,None,None,None,None,None,Y
RU1GP-PV,PV Unit 1 Gasoline Pump,AI,None,None,None,None,None,Y
RU1FOP-PV,PV Unit 1 Fuel Oil Pump,AI,None,None,None,None,None,Y
RU1JP-PV,PV Unit 1 Jet Fuel Pump,AI,None,None,None,None,None,Y
RU1RFP-PV,PV Unit 1 RFO Pump,AI,None,None,None,None,None,Y
RU1LRP-PV,PV Unit 1 LRG Pump,AI,None,None,None,None,None,Y
RU1AP-PV,PV Unit 1 Asphalt Pump,AI,None,None,None,None,None,Y
RU1LP-PV,PV Unit 1 Lubricant Pump,AI,None,None,None,None,None,Y
RU2CP-PV,PV Unit 2 Crude Pump,AI,None,None,None,None,None,Y
RU2GP-PV,PV Unit 2 Gasoline Pump,AI,None,None,None,None,None,Y
RU2FOP-PV,PV Unit 2 Fuel Oil Pump,AI,None,None,None,None,None,Y
RU2JP-PV,PV Unit 2 Jet Fuel Pump,AI,None,None,None,None,None,Y
RU2RFP-PV,PV Unit 2 RFO Pump,AI,None,None,None,None,None,Y
RU2LRP-PV,PV Unit 2 LRG Pump,AI,None,None,None,None,None,Y
RU2AP-PV,PV Unit 2 Asphalt Pump,AI,None,None,None,None,None,Y
RU2LP-PV,PV Unit 2 Lubricant Pump,AI,None,None,None,None,None,Y
SB1P2-PV,PV for Slip 1 Pump 2,AI,None,None,None,None,None,Y
SB1P3-PV,PV for Slip 1 Pump 3,AI,None,None,None,None,None,Y
SB1P4-PV,PV for Slip 1 Pump 4,AI,None,None,None,None,None,Y
SB2P1-PV,PV for Slip 2 Pump 1,AI,None,None,None,None,None,Y
SB2P2-PV,PV for Slip 2 Pump 2,AI,None,None,None,None,None,Y
SB2P3-PV,PV for Slip 2 Pump 3,AI,None,None,None,None,None,Y
SB2P4-PV,PV for Slip 2 Pump 4,AI,None,None,None,None,None,Y
End
